text	audience	factual	dependency	count	surfaces	sources	states
Given on 18 Sept 2026	GUEST/PUBLIC	yes	dates (brief §2 · Overview_Hotel_Restaurant)	4	/invitation (after OPEN ANOTHER INVITATION) | /review	assets/prep-shell.js leave("another") | review.html | review.html paintState() · assets/confirm.js | review.html · assets/confirm.js	AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS | AUTHENTICATED PRIVATE STATE · SENT · RECEIVED by Guest Relat | AUTHENTICATED PRIVATE STATE · SIGNED IN · everything answere | SIGNED-OUT PUBLIC STATE · SIGNED OUT · the code prompt up fo
One calculation for the whole website, and one amount — yours. Nothing is paid here, and no deposit is asked for.	GUEST/PUBLIC	no		4	/invitation (after OPEN ANOTHER INVITATION) | /review	assets/prep-shell.js leave("another") | review.html | review.html paintState() · assets/confirm.js | review.html · assets/confirm.js	AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS | AUTHENTICATED PRIVATE STATE · SENT · RECEIVED by Guest Relat | AUTHENTICATED PRIVATE STATE · SIGNED IN · everything answere | SIGNED-OUT PUBLIC STATE · SIGNED OUT · the code prompt up fo
A spa interest carries no journey cost — paid directly at the spa.	GUEST/PUBLIC	no		4	/invitation (after OPEN ANOTHER INVITATION) | /review	assets/prep-shell.js leave("another") | review.html | review.html paintState() · assets/confirm.js | review.html · assets/confirm.js	AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS | AUTHENTICATED PRIVATE STATE · SENT · RECEIVED by Guest Relat | AUTHENTICATED PRIVATE STATE · SIGNED IN · everything answere | SIGNED-OUT PUBLIC STATE · SIGNED OUT · the code prompt up fo
(hidden) Received	GUEST/PUBLIC	no		5	/invitation (after OPEN ANOTHER INVITATION) | /review | /review · send	assets/prep-shell.js leave("another") | review.html | review.html paintState() · assets/confirm.js	AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS | AUTHENTICATED PRIVATE STATE · ENDPOINT UNREACHABLE · the err | AUTHENTICATED PRIVATE STATE · SENDING (lines seen while the  | AUTHENTICATED PRIVATE STATE · SIGNED IN · everything answere | SIGNED-OUT PUBLIC STATE · SIGNED OUT · the code pr
(hidden) Your journey has been received by Guest Relations	GUEST/PUBLIC	no		5	/invitation (after OPEN ANOTHER INVITATION) | /review | /review · send	assets/prep-shell.js leave("another") | review.html | review.html paintState() · assets/confirm.js	AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS | AUTHENTICATED PRIVATE STATE · ENDPOINT UNREACHABLE · the err | AUTHENTICATED PRIVATE STATE · SENDING (lines seen while the  | AUTHENTICATED PRIVATE STATE · SIGNED IN · everything answere | SIGNED-OUT PUBLIC STATE · SIGNED OUT · the code pr
(hidden) Guest Relations will review your selections personally. Nothing is confirmed yet; we will confirm each arrangement with you once it is ready.	GUEST/PUBLIC	no		5	/invitation (after OPEN ANOTHER INVITATION) | /review | /review · send	assets/prep-shell.js leave("another") | review.html | review.html paintState() · assets/confirm.js	AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS | AUTHENTICATED PRIVATE STATE · ENDPOINT UNREACHABLE · the err | AUTHENTICATED PRIVATE STATE · SENDING (lines seen while the  | AUTHENTICATED PRIVATE STATE · SIGNED IN · everything answere | SIGNED-OUT PUBLIC STATE · SIGNED OUT · the code pr
Your journey · saved as draft	GUEST	no		3	/review | /review · send	review.html	AUTHENTICATED PRIVATE STATE · ENDPOINT UNREACHABLE · the err | AUTHENTICATED PRIVATE STATE · SENDING (lines seen while the  | AUTHENTICATED PRIVATE STATE · SIGNED IN · everything answere
[aria-describedby → spoken] EVERYTHING WE NEED IS HERE · Your journey can be sent · Anything optional can follow at any time — it never delays your journey.	ACCESSIBILITY	no		4	/review | /review · send	review.html | review.html · assets/confirm.js	AUTHENTICATED PRIVATE STATE · ENDPOINT UNREACHABLE · the err | AUTHENTICATED PRIVATE STATE · SENDING (lines seen while the  | AUTHENTICATED PRIVATE STATE · SENT · RECEIVED by Guest Relat | AUTHENTICATED PRIVATE STATE · SIGNED IN · everything answere
Send to Guest Relations	GUEST	no		3	/review | /review · send	review.html	AUTHENTICATED PRIVATE STATE · ENDPOINT UNREACHABLE · the err | AUTHENTICATED PRIVATE STATE · SENDING (lines seen while the  | AUTHENTICATED PRIVATE STATE · SIGNED IN · everything answere
Sending shares your journey with Guest Relations so a person can look at it. It is a request, never a payment, and it is not a confirmation — Guest Relations confirms every arrangement with you personally.	GUEST	no		4	/review | /review · send	review.html | review.html · assets/confirm.js	AUTHENTICATED PRIVATE STATE · ENDPOINT UNREACHABLE · the err | AUTHENTICATED PRIVATE STATE · SENDING (lines seen while the  | AUTHENTICATED PRIVATE STATE · SENT · RECEIVED by Guest Relat | AUTHENTICATED PRIVATE STATE · SIGNED IN · everything answere
(hidden) What happens now	GUEST/PUBLIC	no		3	/invitation (after OPEN ANOTHER INVITATION) | /review	assets/prep-shell.js leave("another") | review.html | review.html paintState() · assets/confirm.js	AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS | AUTHENTICATED PRIVATE STATE · SIGNED IN · everything answere | SIGNED-OUT PUBLIC STATE · SIGNED OUT · the code prompt up fo
(hidden) Retry confirmation email	GUEST/PUBLIC	no		3	/invitation (after OPEN ANOTHER INVITATION) | /review	assets/prep-shell.js leave("another") | review.html | review.html paintState() · assets/confirm.js	AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS | AUTHENTICATED PRIVATE STATE · SIGNED IN · everything answere | SIGNED-OUT PUBLIC STATE · SIGNED OUT · the code prompt up fo
(hidden) Received means your journey is safely with Guest Relations. C. is something only Guest Relations can tell you, once each arrangement is held with the hotels, the railway and the airlines. Until you hear from them, nothing in your journey is final.	GUEST/PUBLIC	no		3	/invitation (after OPEN ANOTHER INVITATION) | /review	assets/prep-shell.js leave("another") | review.html | review.html paintState() · assets/confirm.js	AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS | AUTHENTICATED PRIVATE STATE · SIGNED IN · everything answere | SIGNED-OUT PUBLIC STATE · SIGNED OUT · the code prompt up fo
(hidden) You can keep changing anything here. Change it, send it again, and the newer version replaces the earlier one.	GUEST/PUBLIC	no		3	/invitation (after OPEN ANOTHER INVITATION) | /review	assets/prep-shell.js leave("another") | review.html | review.html paintState() · assets/confirm.js	AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS | AUTHENTICATED PRIVATE STATE · SIGNED IN · everything answere | SIGNED-OUT PUBLIC STATE · SIGNED OUT · the code prompt up fo
(hidden) Change my journey and send again	GUEST/PUBLIC	no		3	/invitation (after OPEN ANOTHER INVITATION) | /review	assets/prep-shell.js leave("another") | review.html | review.html paintState() · assets/confirm.js	AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS | AUTHENTICATED PRIVATE STATE · SIGNED IN · everything answere | SIGNED-OUT PUBLIC STATE · SIGNED OUT · the code prompt up fo
(hidden) Continue exploring	GUEST/PUBLIC	no		3	/invitation (after OPEN ANOTHER INVITATION) | /review	assets/prep-shell.js leave("another") | review.html | review.html paintState() · assets/confirm.js	AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS | AUTHENTICATED PRIVATE STATE · SIGNED IN · everything answere | SIGNED-OUT PUBLIC STATE · SIGNED OUT · the code prompt up fo
Back to My Profile	GUEST/PUBLIC	no		4	/invitation (after OPEN ANOTHER INVITATION) | /review	assets/prep-shell.js leave("another") | review.html | review.html paintState() · assets/confirm.js | review.html · assets/confirm.js	AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS | AUTHENTICATED PRIVATE STATE · SENT · RECEIVED by Guest Relat | AUTHENTICATED PRIVATE STATE · SIGNED IN · everything answere | SIGNED-OUT PUBLIC STATE · SIGNED OUT · the code prompt up fo
SURFACE 238	GUEST	no		1	/review	review.html	AUTHENTICATED PRIVATE STATE · SIGNED IN · everything answere
Your selection could not be stored right now. Please try again in a moment, or use the email backup channel: send via email.	GUEST	no		1	/review · send	review.html	AUTHENTICATED PRIVATE STATE · ENDPOINT UNREACHABLE · the err
SURFACE 239	GUEST	no		1	/review · send	review.html	AUTHENTICATED PRIVATE STATE · ENDPOINT UNREACHABLE · the err
Received	GUEST	no		2	/review | /review · send	review.html | review.html · assets/confirm.js	AUTHENTICATED PRIVATE STATE · SENDING (lines seen while the  | AUTHENTICATED PRIVATE STATE · SENT · RECEIVED by Guest Relat
Your journey has been received by Guest Relations	GUEST	no		2	/review | /review · send	review.html | review.html · assets/confirm.js	AUTHENTICATED PRIVATE STATE · SENDING (lines seen while the  | AUTHENTICATED PRIVATE STATE · SENT · RECEIVED by Guest Relat
Sent · 18 Sept 2026 · 04:40 · your time	GUEST	yes	programme times (brief §2 · Master_Timeline · Owner decisions); dates (brief §2 · Overview_Hotel_Restaurant)	2	/review | /review · send	review.html | review.html · assets/confirm.js	AUTHENTICATED PRIVATE STATE · SENDING (lines seen while the  | AUTHENTICATED PRIVATE STATE · SENT · RECEIVED by Guest Relat
Guest Relations will review your selections personally. Nothing is confirmed yet; we will confirm each arrangement with you once it is ready.	GUEST	no		2	/review | /review · send	review.html | review.html · assets/confirm.js	AUTHENTICATED PRIVATE STATE · SENDING (lines seen while the  | AUTHENTICATED PRIVATE STATE · SENT · RECEIVED by Guest Relat
Sent to Guest Relations · reference SYL-G001-5159A626 · 18 Sept 2026 · 04:40	GUEST	yes	programme times (brief §2 · Master_Timeline · Owner decisions); dates (brief §2 · Overview_Hotel_Restaurant)	2	/review | /review · send	review.html | review.html · assets/confirm.js	AUTHENTICATED PRIVATE STATE · SENDING (lines seen while the  | AUTHENTICATED PRIVATE STATE · SENT · RECEIVED by Guest Relat
Sent to Guest Relations	GUEST	no		6	/review | /review · send | /tickets · the passes	review.html | review.html · assets/confirm.js | tickets.html	AUTHENTICATED PRIVATE STATE · SENDING (lines seen while the  | AUTHENTICATED PRIVATE STATE · SENT · RECEIVED by Guest Relat | AUTHENTICATED PRIVATE STATE · SENT · every travel pass says 
SURFACE 240	GUEST	no		1	/review · send	review.html	AUTHENTICATED PRIVATE STATE · SENDING (lines seen while the 
Sent to Guest Relations · Reference SYL-G001-5159A626	GUEST	no		3	/review | /wedding · the shell bar after confirmation	assets/prep-shell.js | review.html paintState() · assets/confirm.js | review.html · assets/confirm.js	AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS | AUTHENTICATED PRIVATE STATE · CONFIRMED · a step opened agai | AUTHENTICATED PRIVATE STATE · SENT · RECEIVED by Guest Relat
(hidden) 01Your InvitationName, email and mobile numberComplete02My TripEvery stage answeredComplete03The WeddingEvery part of the day answeredComplete04Wedding PreparationDress code and seatsComplete05My ProfileAllergies and photography answeredComplete (hidden) [state] current 06Review & SendReceived by Guest RelationsComplete	GUEST	no		2	/review	review.html · assets/confirm.js	AUTHENTICATED PRIVATE STATE · SENT · RECEIVED by Guest Relat
We have your journey	GUEST	no		4	/review | /review · send | /review · the state card	review.html | review.html paintState() | review.html · assets/confirm.js	AUTHENTICATED PRIVATE STATE · RECEIVED · A NEWER VERSION WAS | AUTHENTICATED PRIVATE STATE · RECEIVED · CHANGED SINCE YOU S | AUTHENTICATED PRIVATE STATE · SENT AGAIN (the newer version  | AUTHENTICATED PRIVATE STATE · SENT · RECEIVED by Guest Relat
Guest Relations has your journey	GUEST	no		4	/review | /review · send | /review · the state card	review.html | review.html paintState() | review.html · assets/confirm.js	AUTHENTICATED PRIVATE STATE · RECEIVED · A NEWER VERSION WAS | AUTHENTICATED PRIVATE STATE · RECEIVED · CHANGED SINCE YOU S | AUTHENTICATED PRIVATE STATE · SENT AGAIN (the newer version  | AUTHENTICATED PRIVATE STATE · SENT · RECEIVED by Guest Relat
Received on 18 Sept 2026. Guest Relations will review your selections personally. Nothing is confirmed yet; we will confirm each arrangement with you once it is ready. You can still change anything below and send it again.	GUEST	yes	dates (brief §2 · Overview_Hotel_Restaurant)	4	/review | /review · send | /review · the state card	review.html | review.html paintState() | review.html · assets/confirm.js	AUTHENTICATED PRIVATE STATE · RECEIVED · A NEWER VERSION WAS | AUTHENTICATED PRIVATE STATE · RECEIVED · CHANGED SINCE YOU S | AUTHENTICATED PRIVATE STATE · SENT AGAIN (the newer version  | AUTHENTICATED PRIVATE STATE · SENT · RECEIVED by Guest Relat
What happens now	GUEST	no		1	/review	review.html · assets/confirm.js	AUTHENTICATED PRIVATE STATE · SENT · RECEIVED by Guest Relat
We have your journey. Guest Relations will review your selections personally. Nothing is confirmed yet; we will confirm each arrangement with you once it is ready.	GUEST	no		1	/review	review.html · assets/confirm.js	AUTHENTICATED PRIVATE STATE · SENT · RECEIVED by Guest Relat
Your journey is saved	GUEST	no		1	/review	review.html · assets/confirm.js	AUTHENTICATED PRIVATE STATE · SENT · RECEIVED by Guest Relat
✓ Journey saved ! Guest Relations could not be notified — the retry sends both emails ! Confirmation email could not be sent Reference: SYL-G001-5159A626 Sent: 18 Sept 2026 · 04:40	GUEST	yes	programme times (brief §2 · Master_Timeline · Owner decisions); dates (brief §2 · Overview_Hotel_Restaurant)	1	/review	review.html · assets/confirm.js	AUTHENTICATED PRIVATE STATE · SENT · RECEIVED by Guest Relat
Retry confirmation email	GUEST	no		1	/review	review.html · assets/confirm.js	AUTHENTICATED PRIVATE STATE · SENT · RECEIVED by Guest Relat
Received means your journey is safely with Guest Relations. C. is something only Guest Relations can tell you, once each arrangement is held with the hotels, the railway and the airlines. Until you hear from them, nothing in your journey is final.	GUEST	no		1	/review	review.html · assets/confirm.js	AUTHENTICATED PRIVATE STATE · SENT · RECEIVED by Guest Relat
You can keep changing anything here. Change it, send it again, and the newer version replaces the earlier one.	GUEST	no		1	/review	review.html · assets/confirm.js	AUTHENTICATED PRIVATE STATE · SENT · RECEIVED by Guest Relat
Change my journey and send again	GUEST	no		1	/review	review.html · assets/confirm.js	AUTHENTICATED PRIVATE STATE · SENT · RECEIVED by Guest Relat
SURFACE 241	GUEST	no		1	/review	review.html · assets/confirm.js	AUTHENTICATED PRIVATE STATE · SENT · RECEIVED by Guest Relat
Sent	GUEST/GUEST RELATIONS	no		7	/tickets · the passes | email · GUEST EMAIL · HOST WITH A FIXED ARRANGEMENT | email · GUEST EMAIL · INITIAL (journey received) | email · GUEST RELATIONS EMAIL · INITIAL	src/mail-templates.js | tickets.html	AUTHENTICATED PRIVATE STATE · SENT · every travel pass says  | GENERATED · email
SURFACE 242	GUEST	no		1	/tickets · the passes	tickets.html	AUTHENTICATED PRIVATE STATE · SENT · every travel pass says 
SURFACE 243	GUEST	no		1	/review · VIEW ALL STEPS	assets/prep-shell.js	AUTHENTICATED PRIVATE STATE · AFTER SENDING · the index says
Your journey has changed	GUEST	no		1	/review · the state card	review.html paintState()	AUTHENTICATED PRIVATE STATE · RECEIVED · CHANGED SINCE YOU S
You have made changes since the last version was sent on 18 Sept 2026. Send the updated version whenever you are ready — the newer one replaces the earlier one.	GUEST	yes	dates (brief §2 · Overview_Hotel_Restaurant)	1	/review · the state card	review.html paintState()	AUTHENTICATED PRIVATE STATE · RECEIVED · CHANGED SINCE YOU S
SURFACE 244	GUEST	no		1	/review · the state card	review.html paintState()	AUTHENTICATED PRIVATE STATE · RECEIVED · CHANGED SINCE YOU S
A newer version was sent from another device	GUEST	no		1	/review · the state card	review.html paintState()	AUTHENTICATED PRIVATE STATE · RECEIVED · A NEWER VERSION WAS
Guest Relations holds the journey sent on 18 Sept 2026 from another device, which replaced the one sent here on 18 Sept 2026. What you see below is this device's draft. Send again from here only if you want it to replace that newer version.	GUEST	yes	dates (brief §2 · Overview_Hotel_Restaurant)	1	/review · the state card	review.html paintState()	AUTHENTICATED PRIVATE STATE · RECEIVED · A NEWER VERSION WAS
SURFACE 245	GUEST	no		1	/review · the state card	review.html paintState()	AUTHENTICATED PRIVATE STATE · RECEIVED · A NEWER VERSION WAS
SURFACE 246	GUEST	no		1	/review · send	review.html	AUTHENTICATED PRIVATE STATE · SENT AGAIN (the newer version 
Saved · 04:41	GUEST/PUBLIC	yes	programme times (brief §2 · Master_Timeline · Owner decisions)	3	/invitation (after OPEN ANOTHER INVITATION) | /review | /wedding · the shell bar after confirmation	assets/prep-shell.js | assets/prep-shell.js leave("another") | review.html paintState() · assets/confirm.js	AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS | AUTHENTICATED PRIVATE STATE · CONFIRMED · a step opened agai | SIGNED-OUT PUBLIC STATE · SIGNED OUT · the code prompt up fo
(hidden) 01Your InvitationName, email and mobile numberComplete02My TripEvery stage answeredComplete03The WeddingEvery part of the day answeredComplete04Wedding PreparationDress code and seatsComplete05My ProfileAllergies and photography answeredComplete (hidden) [state] current 06Review & SendConfirmed by Guest RelationsComplete	GUEST/PUBLIC	no		2	/invitation (after OPEN ANOTHER INVITATION) | /review	assets/prep-shell.js leave("another") | review.html paintState() · assets/confirm.js	AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS | SIGNED-OUT PUBLIC STATE · SIGNED OUT · the code prompt up fo
USES G-077 (steps index)	GUEST/PUBLIC	no		2	/invitation (after OPEN ANOTHER INVITATION) | /review	assets/prep-shell.js leave("another") | review.html paintState() · assets/confirm.js	AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS | SIGNED-OUT PUBLIC STATE · SIGNED OUT · the code prompt up fo
Your journey is confirmed	GUEST/PUBLIC	no		3	/invitation (after OPEN ANOTHER INVITATION) | /review | /review · the state card	assets/prep-shell.js leave("another") | review.html paintState() | review.html paintState() · assets/confirm.js	AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS | AUTHENTICATED PRIVATE STATE · CONFIRMED · CHANGED SINCE CONF | SIGNED-OUT PUBLIC STATE · SIGNED OUT · the code prompt up fo
Guest Relations confirmed your arrangements	GUEST/PUBLIC	no		3	/invitation (after OPEN ANOTHER INVITATION) | /review | /review · the state card	assets/prep-shell.js leave("another") | review.html paintState() | review.html paintState() · assets/confirm.js	AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS | AUTHENTICATED PRIVATE STATE · CONFIRMED · CHANGED SINCE CONF | SIGNED-OUT PUBLIC STATE · SIGNED OUT · the code prompt up fo
C. on 18 Sept 2026. The details Guest Relations confirmed were sent again from another device after this one, so they are not shown here. For a copy, or to change anything, write to Guest Relations.	GUEST/PUBLIC	yes	dates (brief §2 · Overview_Hotel_Restaurant)	3	/invitation (after OPEN ANOTHER INVITATION) | /review | /review · the state card	assets/prep-shell.js leave("another") | review.html paintState() | review.html paintState() · assets/confirm.js	AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS | AUTHENTICATED PRIVATE STATE · CONFIRMED · CHANGED SINCE CONF | SIGNED-OUT PUBLIC STATE · SIGNED OUT · the code prompt up fo
The sections below show what this device holds — not what was confirmed.	GUEST/PUBLIC	no		3	/invitation (after OPEN ANOTHER INVITATION) | /review | /review · the state card	assets/prep-shell.js leave("another") | review.html paintState() | review.html paintState() · assets/confirm.js	AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS | AUTHENTICATED PRIVATE STATE · CONFIRMED · CHANGED SINCE CONF | SIGNED-OUT PUBLIC STATE · SIGNED OUT · the code prompt up fo
(hidden) Everything we need is here	GUEST/PUBLIC	no		2	/invitation (after OPEN ANOTHER INVITATION) | /review	assets/prep-shell.js leave("another") | review.html paintState() · assets/confirm.js	AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS | SIGNED-OUT PUBLIC STATE · SIGNED OUT · the code prompt up fo
(hidden) Your journey can be sent	GUEST/PUBLIC	no		2	/invitation (after OPEN ANOTHER INVITATION) | /review	assets/prep-shell.js leave("another") | review.html paintState() · assets/confirm.js	AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS | SIGNED-OUT PUBLIC STATE · SIGNED OUT · the code prompt up fo
(hidden) Anything optional can follow at any time — it never delays your journey.	GUEST/PUBLIC	no		2	/invitation (after OPEN ANOTHER INVITATION) | /review	assets/prep-shell.js leave("another") | review.html paintState() · assets/confirm.js	AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS | SIGNED-OUT PUBLIC STATE · SIGNED OUT · the code prompt up fo
(hidden) Sent to Guest Relations · reference SYL-G001-5159A626 · 18 Sept 2026 · 04:41 · version 3	GUEST	yes	programme times (brief §2 · Master_Timeline · Owner decisions); dates (brief §2 · Overview_Hotel_Restaurant)	1	/review	review.html paintState() · assets/confirm.js	AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS
(hidden) [aria-describedby → spoken] Everything we need is hereYour journey can be sentAnything optional can follow at any time — it never delays your journey.	ACCESSIBILITY	no		2	/invitation (after OPEN ANOTHER INVITATION) | /review	assets/prep-shell.js leave("another") | review.html paintState() · assets/confirm.js	AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS | SIGNED-OUT PUBLIC STATE · SIGNED OUT · the code prompt up fo
(hidden) Send to Guest Relations	GUEST/PUBLIC	no		2	/invitation (after OPEN ANOTHER INVITATION) | /review	assets/prep-shell.js leave("another") | review.html paintState() · assets/confirm.js	AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS | SIGNED-OUT PUBLIC STATE · SIGNED OUT · the code prompt up fo
(hidden) Sending shares your journey with Guest Relations so a person can look at it. It is a request, never a payment, and it is not a confirmation — Guest Relations confirms every arrangement with you personally.	GUEST/PUBLIC	no		2	/invitation (after OPEN ANOTHER INVITATION) | /review	assets/prep-shell.js leave("another") | review.html paintState() · assets/confirm.js	AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS | SIGNED-OUT PUBLIC STATE · SIGNED OUT · the code prompt up fo
SURFACE 247	GUEST	no		1	/review	review.html paintState() · assets/confirm.js	AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS
C. by Guest Relations	GUEST	no		4	/tickets · the passes	tickets.html	AUTHENTICATED PRIVATE STATE · CONFIRMED · every travel pass 
SURFACE 248	GUEST	no		1	/tickets · the passes	tickets.html	AUTHENTICATED PRIVATE STATE · CONFIRMED · every travel pass 
Journey confirmed	GUEST	no		1	/wedding · the shell bar after confirmation	assets/prep-shell.js	AUTHENTICATED PRIVATE STATE · CONFIRMED · a step opened agai
Changes here are not sent	GUEST	no		1	/wedding · the shell bar after confirmation	assets/prep-shell.js	AUTHENTICATED PRIVATE STATE · CONFIRMED · a step opened agai
Write to Guest Relations to change anything	GUEST	no		1	/wedding · the shell bar after confirmation	assets/prep-shell.js	AUTHENTICATED PRIVATE STATE · CONFIRMED · a step opened agai
(hidden) 01Your InvitationName, email and mobile numberComplete02My TripEvery stage answeredComplete (hidden) [state] current 03The WeddingEvery part of the day answeredComplete04Wedding PreparationDress code and seatsComplete05My ProfileAllergies and photography answeredComplete06Review & SendConfirmed by Guest RelationsComplete	GUEST	no		1	/wedding · the shell bar after confirmation	assets/prep-shell.js	AUTHENTICATED PRIVATE STATE · CONFIRMED · a step opened agai
SURFACE 249	GUEST	no		1	/wedding · the shell bar after confirmation	assets/prep-shell.js	AUTHENTICATED PRIVATE STATE · CONFIRMED · a step opened agai
SURFACE 250	GUEST	no		1	/review · the state card	review.html paintState()	AUTHENTICATED PRIVATE STATE · CONFIRMED · CHANGED SINCE CONF
CHANGES SAVED · NOT YET SENT TO GUEST RELATIONS	PUBLIC	no		1	/invitation (after OPEN ANOTHER INVITATION)	assets/prep-shell.js leave("another")	SIGNED-OUT PUBLIC STATE · SIGNED OUT · the code prompt up fo
Send Updated Trip	PUBLIC	no		1	/invitation (after OPEN ANOTHER INVITATION)	assets/prep-shell.js leave("another")	SIGNED-OUT PUBLIC STATE · SIGNED OUT · the code prompt up fo
(hidden) Changes saved · not yet sent to Guest Relations · reference SYL-G001-5159A626	PUBLIC	no		1	/invitation (after OPEN ANOTHER INVITATION)	assets/prep-shell.js leave("another")	SIGNED-OUT PUBLIC STATE · SIGNED OUT · the code prompt up fo
SURFACE 251	PUBLIC	no		1	/invitation (after OPEN ANOTHER INVITATION)	assets/prep-shell.js leave("another")	SIGNED-OUT PUBLIC STATE · SIGNED OUT · the code prompt up fo
USES G-078 (page)	GUEST	no		2	/journeys (the Groom) | /journeys (the hosts)	journeys.html	AUTHENTICATED PRIVATE STATE · SIGNED IN · Haruthai · the Pre | AUTHENTICATED PRIVATE STATE · SIGNED IN · Suthep sees Haruth
SURFACE 252	GUEST	no		1	/journeys (the hosts)	journeys.html	AUTHENTICATED PRIVATE STATE · SIGNED IN · Haruthai · the Pre
27 February – 01 March 2027 · Souphattra Presidential	GUEST	yes	dates (brief §2 · Overview_Hotel_Restaurant); venue / property names (Operations Master Overview)	1	/your-journey (the hosts)	your-journey.html	AUTHENTICATED PRIVATE STATE · SIGNED IN · Haruthai holds the
USD 750 per person / night · 2 nights · your cost	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	1	/your-journey (the hosts)	your-journey.html	AUTHENTICATED PRIVATE STATE · SIGNED IN · Haruthai holds the
SURFACE 253	GUEST	no		1	/your-journey (the hosts)	your-journey.html	AUTHENTICATED PRIVATE STATE · SIGNED IN · Haruthai holds the
Front centre · Bride	GUEST	no	seating geometry (brief §12)	1	/wedding-preparation (the Bride)	wedding-preparation.html · assets/seating.js · assets/seatlabels.js · assets/seatpass.js	AUTHENTICATED PRIVATE STATE · HOSTS · ceremony = FRONT CENTR
Your ceremony place	GUEST	no		2	/wedding-preparation (the Bride) | /wedding-preparation (the Groom)	wedding-preparation.html · assets/seating.js · assets/seatlabels.js · assets/seatpass.js	AUTHENTICATED PRIVATE STATE · HOSTS · ceremony = FRONT CENTR | AUTHENTICATED PRIVATE STATE · HOSTS · ceremony = FRONT CENTR
Your place at the ceremony is the front centre, in front of the rows — no chair to choose here. The dinner seat below is chosen like everyone else’s.	GUEST	no	seating geometry (brief §12)	2	/wedding-preparation (the Bride) | /wedding-preparation (the Groom)	wedding-preparation.html · assets/seating.js · assets/seatlabels.js · assets/seatpass.js	AUTHENTICATED PRIVATE STATE · HOSTS · ceremony = FRONT CENTR | AUTHENTICATED PRIVATE STATE · HOSTS · ceremony = FRONT CENTR
[aria-label] Dinner seat A3, unavailable	ACCESSIBILITY	yes	seating geometry (brief §12)	2	/wedding-preparation (the Bride) | /wedding-preparation (the Groom)	wedding-preparation.html · assets/seating.js · assets/seatlabels.js · assets/seatpass.js	AUTHENTICATED PRIVATE STATE · HOSTS · ceremony = FRONT CENTR | AUTHENTICATED PRIVATE STATE · HOSTS · ceremony = FRONT CENTR
[aria-label] Dinner seat A6, unavailable	ACCESSIBILITY	yes	seating geometry (brief §12)	2	/wedding-preparation (the Bride) | /wedding-preparation (the Groom)	wedding-preparation.html · assets/seating.js · assets/seatlabels.js · assets/seatpass.js	AUTHENTICATED PRIVATE STATE · HOSTS · ceremony = FRONT CENTR | AUTHENTICATED PRIVATE STATE · HOSTS · ceremony = FRONT CENTR
SURFACE 254	GUEST	no		1	/wedding-preparation (the Bride)	wedding-preparation.html · assets/seating.js · assets/seatlabels.js · assets/seatpass.js	AUTHENTICATED PRIVATE STATE · HOSTS · ceremony = FRONT CENTR
